nome, nels,runtime_leaves, runtime_tot, bandwidth
./sorting_merging_parallel_merge, 17301504,4.20106, 46.0101, 716.407
./sorting_merging_parallel_merge, 17825792,4.32829, 47.8219, 710.799
./sorting_merging_parallel_merge, 18350080,4.37248, 48.4947, 722.532
./sorting_merging_parallel_merge, 18874368,4.58454, 50.5279, 714.92
./sorting_merging_parallel_merge, 19398656,4.62237, 51.2472, 725.224
./sorting_merging_parallel_merge, 19922944,4.83757, 53.3191, 717.437
./sorting_merging_parallel_merge, 20447232,4.87219, 53.9443, 728.581
./sorting_merging_parallel_merge, 20971520,4.99603, 55.5354, 726.659
./sorting_merging_parallel_merge, 21495808,5.21843, 56.4114, 736.393
./sorting_merging_parallel_merge, 22020096,5.04134, 56.2076, 755.825
./sorting_merging_parallel_merge, 22544384,5.18301, 57.8083, 753.414
./sorting_merging_parallel_merge, 23068672,5.28198, 58.8598, 758.257
./sorting_merging_parallel_merge, 23592960,5.7303, 63.3092, 722.559
./sorting_merging_parallel_merge, 24117248,5.74685, 63.8484, 732.919
./sorting_merging_parallel_merge, 24641536,5.86806, 65.2253, 733.937
./sorting_merging_parallel_merge, 25165824,6.10986, 64.5419, 762.364
./sorting_merging_parallel_merge, 25690112,4.86995, 56.8314, 876.218
./sorting_merging_parallel_merge, 26214400,4.99302, 58.1896, 874.374
./sorting_merging_parallel_merge, 26738688,5.06909, 59.0924, 879.231
./sorting_merging_parallel_merge, 27262976,6.61914, 73.7886, 721.836
./sorting_merging_parallel_merge, 27787264,6.74611, 75.4651, 719.928
./sorting_merging_parallel_merge, 28311552,6.7407, 75.7802, 730.902
./sorting_merging_parallel_merge, 28835840,6.27507, 71.3578, 790.541
./sorting_merging_parallel_merge, 29360128,6.32422, 72.0448, 797.939
./sorting_merging_parallel_merge, 29884416,6.07904, 70.1531, 833.916
./sorting_merging_parallel_merge, 30408704,6.2391, 71.9173, 828.658
./sorting_merging_parallel_merge, 30932992,6.29146, 72.6128, 835.598
./sorting_merging_parallel_merge, 31457280,7.41843, 84.9285, 727.805
sorting_assemblyLane, 524288, 2.10534, 52.1347
sorting_assemblyLane, 1048576, 4.25984, 51.197
sorting_assemblyLane, 1572864, 6.26221, 50.7386
sorting_assemblyLane, 2097152, 8.51558, 50.1876
sorting_assemblyLane, 2621440, 10.4238, 49.1631
sorting_assemblyLane, 3145728, 12.757, 48.9916
sorting_assemblyLane, 3670016, 14.8624, 49.5847
sorting_assemblyLane, 4194304, 17.0091, 48.9402
sorting_assemblyLane, 4718592, 19.1143, 46.8856
sorting_assemblyLane, 5242880, 17.6131, 55.6143
sorting_assemblyLane, 5767168, 19.6014, 55.4774
sorting_assemblyLane, 6291456, 21.1272, 56.0253
sorting_assemblyLane, 6815744, 27.6193, 47.4031
sorting_assemblyLane, 7340032, 29.1602, 48.3278
sorting_assemblyLane, 7864320, 31.8427, 47.6117
sorting_assemblyLane, 8388608, 33.323, 48.3088
sorting_assemblyLane, 8912896, 36.0946, 45.254
sorting_assemblyLane, 9437184, 37.7078, 46.2546
sorting_assemblyLane, 9961472, 40.3272, 45.7842
sorting_assemblyLane, 10485760, 40.3004, 48.1849
sorting_assemblyLane, 11010048, 42.8765, 47.5332
sorting_assemblyLane, 11534336, 41.4351, 51.2666
sorting_assemblyLane, 12058624, 43.8743, 50.9107
sorting_assemblyLane, 12582912, 45.5375, 51.3489
sorting_assemblyLane, 13107200, 53.0596, 46.4928
