Entity,Code,Year,Deaths - Self-harm - Sex: Both - Age: Age-standardized (Rate)
Slovakia,SVK,2019,9.474849650534646
Slovenia,SVN,2015,15.22968184179059
Slovenia,SVN,2016,13.97475795723282
Slovenia,SVN,2017,14.617220910231229
Slovenia,SVN,2018,14.441215653947516
Slovenia,SVN,2019,14.378708929290132
Solomon Islands,SLB,2015,16.83801270743607
Solomon Islands,SLB,2016,16.700117093295898
Solomon Islands,SLB,2017,16.595870529224474
Solomon Islands,SLB,2018,16.482599604581985
Solomon Islands,SLB,2019,16.39779786377294
Somalia,SOM,2015,10.115292163195495
Somalia,SOM,2016,10.115292163195495
Somalia,SOM,2017,10.057937971435157
Somalia,SOM,2018,10.010196864634374
Somalia,SOM,2019,9.941018501380334
South Africa,ZAF,2015,11.143087715863004
South Africa,ZAF,2016,10.796798370158568
South Africa,ZAF,2017,10.76018558440449
South Africa,ZAF,2018,10.923957931364848
South Africa,ZAF,2019,11.150289330896124
South Asia,,2015,14.330117875143994
South Asia,,2016,14.104289634516302
South Asia,,2017,13.618462508638274
South Asia,,2018,13.611226674241665
South Asia,,2019,13.479592126785047
South Korea,KOR,2015,24.838925382357093
South Korea,KOR,2016,23.518979062194667
South Korea,KOR,2017,22.389016049764123
South Korea,KOR,2018,21.2291370210096
South Korea,KOR,2019,20.80566027058975
South Sudan,SSD,2015,12.10766060013936
South Sudan,SSD,2016,12.02567632725363
South Sudan,SSD,2017,12.044061543895747
South Sudan,SSD,2018,12.032370222957631
South Sudan,SSD,2019,12.003684359489158
Southeast Asia,,2015,6.150044450360117
Southeast Asia,,2016,6.138443792202286
Southeast Asia,,2017,6.148006133770116
Southeast Asia,,2018,6.1525812504822985
Southeast Asia,,2019,6.129115254837102
"Southeast Asia, East Asia, and Oceania",,2015,7.585954705676441
"Southeast Asia, East Asia, and Oceania",,2017,7.445853425002896
"Southeast Asia, East Asia, and Oceania",,2018,7.33867423705256
"Southeast Asia, East Asia, and Oceania",,2019,7.297331845691799
Southern Latin America,,2015,11.22155248718322
Southern Latin America,,2016,11.000336840346476
Southern Latin America,,2017,10.842133749427175
Southern Latin America,,2018,10.881686582988047
Southern Latin America,,2019,10.854587411288403
Southern Sub-Saharan Africa,,2015,14.164661902543028
Southern Sub-Saharan Africa,,2016,13.77734563733123
Southern Sub-Saharan Africa,,2017,13.674226990375674
Southern Sub-Saharan Africa,,2018,13.710533548773705
Southern Sub-Saharan Africa,,2019,13.776652666036831
Spain,ESP,2015,5.801235553705144
Spain,ESP,2016,5.801235553705144
Spain,ESP,2017,5.85389317910554
Spain,ESP,2018,5.85389317910554
Spain,ESP,2019,5.5065007930741965
Sri Lanka,LKA,2015,20.116143070223615
Sri Lanka,LKA,2016,20.154737144482024
Sri Lanka,LKA,2017,20.027883472114418
Sri Lanka,LKA,2018,19.950527354490095
Sri Lanka,LKA,2019,19.800418756547835
Sub-Saharan Africa,,2015,10.970469758439808
Sub-Saharan Africa,,2016,10.856131487088499
Sub-Saharan Africa,,2017,10.773244189491871
Sub-Saharan Africa,,2018,10.718896615800169
Sub-Saharan Africa,,2019,10.66341242862551
Sudan,SDN,2015,5.19770102125575
Sudan,SDN,2016,5.1462450605386065
Sudan,SDN,2017,5.093174616990043
Sudan,SDN,2018,5.046375670981107
Sudan,SDN,2019,5.024815682157638
Suriname,SUR,2015,25.295512374403092
Suriname,SUR,2016,24.765431844228825
Suriname,SUR,2017,25.012746359883266
Suriname,SUR,2018,24.750021595946812
Suriname,SUR,2019,24.78307205151691
Swaziland,SWZ,2015,27.145653000046494
Swaziland,SWZ,2016,25.947292760386706
Swaziland,SWZ,2017,24.703226653292205
Swaziland,SWZ,2018,23.534120259140735
Swaziland,SWZ,2019,22.319663023117
Sweden,SWE,2015,11.759238018690441
Sweden,SWE,2016,11.659157111173247
Sweden,SWE,2017,11.618377357336751
Sweden,SWE,2018,11.249797312254262
Sweden,SWE,2019,11.076735528307589
Switzerland,CHE,2015,10.78683153905702
Switzerland,CHE,2016,10.295180992191256
Switzerland,CHE,2017,9.95626622366707
Switzerland,CHE,2018,9.442203558834024
Switzerland,CHE,2019,9.316062337467498
Syria,SYR,2015,3.0085807427374696
Syria,SYR,2016,3.0359652607770133
Syria,SYR,2017,3.0628958905858417
Syria,SYR,2018,3.078452310515754
Syria,SYR,2019,3.082293675834596
Taiwan,TWN,2015,13.68962324079083
Taiwan,TWN,2016,13.615883130593565
Taiwan,TWN,2017,13.180563476547004
Taiwan,TWN,2018,13.398088137778096
Taiwan,TWN,2019,13.524313321107009
Tajikistan,TJK,2015,5.4430702326365585
Tajikistan,TJK,2016,5.5695195824192805
Tajikistan,TJK,2018,5.848133276839614
Tajikistan,TJK,2019,5.753966106134194
Tanzania,TZA,2015,8.711964987819787
Tanzania,TZA,2016,8.723487582595453
Tanzania,TZA,2017,8.764310314562664
Tanzania,TZA,2018,8.797740581136884
Tanzania,TZA,2019,8.817061528333829
Thailand,THA,2015,9.911234388555453
Thailand,THA,2016,9.966114708486092
Thailand,THA,2017,10.035679944971433
Thailand,THA,2019,10.442473248229238
Timor,TLS,2015,7.201325645959803
Timor,TLS,2016,7.277817710520394
Timor,TLS,2017,7.3289204099160274
Timor,TLS,2018,7.36024287280791
Timor,TLS,2019,7.370243834438101
Togo,TGO,2015,12.723624863110615
Togo,TGO,2016,12.537315388813921
Togo,TGO,2017,12.391365569040067
Togo,TGO,2018,12.308902951504603
Togo,TGO,2019,12.260245175132614
Tonga,TON,2015,6.051566496301903
Tonga,TON,2016,6.047445715607733
Tonga,TON,2017,6.037796290396106
Tonga,TON,2018,6.005841422193444
Tonga,TON,2019,5.966460411697084
Trinidad and Tobago,TTO,2015,10.149561760207957
Trinidad and Tobago,TTO,2016,10.101241883519382
Trinidad and Tobago,TTO,2017,9.979155954205673
Trinidad and Tobago,TTO,2018,10.041671631565352
Trinidad and Tobago,TTO,2019,10.12269789405623
Tropical Latin America,,2015,6.040373972965716
Tropical Latin America,,2016,6.002490911209465
Tropical Latin America,,2017,5.982396926856829
Tropical Latin America,,2018,6.0698546423810384
Tropical Latin America,,2019,6.087823117125856
Tunisia,TUN,2015,3.1946046805289696
Tunisia,TUN,2016,3.1946046805289696
Tunisia,TUN,2017,3.1662657145379614
Tunisia,TUN,2018,3.13699198786215
Tunisia,TUN,2019,3.1109252331176784
Turkey,TUR,2015,3.243146767260504
Turkey,TUR,2016,3.348255860630333
Turkey,TUR,2017,3.3447611773285373
Turkey,TUR,2018,3.349188129766339
Turkey,TUR,2019,3.310770445952757
Turkmenistan,TKM,2015,8.921983043184987
Turkmenistan,TKM,2016,8.863910556332288
Turkmenistan,TKM,2017,8.507998805861028
Turkmenistan,TKM,2018,8.730908738223256
Turkmenistan,TKM,2019,8.68297839753386
Uganda,UGA,2015,12.548780114193656
Uganda,UGA,2016,12.300291523755988
Uganda,UGA,2017,11.905688664109077
Uganda,UGA,2018,11.595886499023612
Uganda,UGA,2019,11.54396232754875
Ukraine,UKR,2015,19.951833070513874
Ukraine,UKR,2016,20.112420914020497
Ukraine,UKR,2018,27.966062940371817
Ukraine,UKR,2019,25.622225355314615
United Arab Emirates,ARE,2015,5.17414839743681
United Arab Emirates,ARE,2016,5.1631823989009575
United Arab Emirates,ARE,2017,5.14906746447069
United Arab Emirates,ARE,2018,5.113126558771343
United Arab Emirates,ARE,2019,5.0747919401140456
United Kingdom,GBR,2015,7.19288264053197
United Kingdom,GBR,2016,7.147944688299214
United Kingdom,GBR,2017,7.272896366630384
United Kingdom,GBR,2018,7.368399813978433
United Kingdom,GBR,2019,7.356320551739103
United States,USA,2015,12.038785325633947
United States,USA,2016,12.193175870606275
United States,USA,2017,12.505123341338336
United States,USA,2018,12.841485298546411
United States,USA,2019,12.835756677948558
United States Virgin Islands,VIR,2015,6.147704551612486
United States Virgin Islands,VIR,2016,6.20838135164492
United States Virgin Islands,VIR,2018,6.270592321613588
United States Virgin Islands,VIR,2019,6.297082645107602
Uruguay,URY,2015,17.092572990325234
Uruguay,URY,2016,16.880856677026
Uruguay,URY,2017,17.11911239815323
Uruguay,URY,2018,17.000351904953295
Uruguay,URY,2019,16.81815712432734
Uzbekistan,UZB,2015,9.680986630152118
Uzbekistan,UZB,2016,9.827915256598638
Uzbekistan,UZB,2017,9.529769798366786
Uzbekistan,UZB,2018,9.475538635803263
Uzbekistan,UZB,2019,9.475538635803263
Vanuatu,VUT,2015,17.860571472549605
Vanuatu,VUT,2016,17.794051257085318
Vanuatu,VUT,2017,17.755549821405115
Vanuatu,VUT,2018,17.73193754904564
Vanuatu,VUT,2019,17.699600953242186
Venezuela,VEN,2015,8.39451263028913
Venezuela,VEN,2016,8.44563460831302
Venezuela,VEN,2018,8.599015475919634
Venezuela,VEN,2019,8.677951246834603
Vietnam,VNM,2015,7.5255225907911845
Vietnam,VNM,2016,7.50392131438638
Vietnam,VNM,2017,7.481462725231906
Vietnam,VNM,2018,7.460807378957915
Vietnam,VNM,2019,7.422037807124594
Wales,,2015,8.266526764138776
Wales,,2016,7.789950301556675
Wales,,2017,8.273339567949158
Wales,,2018,8.523388004709203
Wales,,2019,8.59760714172564
Western Europe,,2015,8.908075093082294
Western Europe,,2016,8.683052395945598
Western Europe,,2017,8.685626788206342
Western Europe,,2018,8.566270699725482
Western Europe,,2019,8.515449623519306
Western Sub-Saharan Africa,,2015,9.627962091192016
Western Sub-Saharan Africa,,2016,9.612865565736799
Western Sub-Saharan Africa,,2017,9.571173656279274
Western Sub-Saharan Africa,,2018,9.557752468308822
Western Sub-Saharan Africa,,2019,9.496387950164335
World,OWID_WRL,2015,10.451020456516813
World,OWID_WRL,2016,10.311362176738491
World,OWID_WRL,2017,10.158487817767893
World,OWID_WRL,2018,10.068275308446038
World,OWID_WRL,2019,9.976258268013542
Yemen,YEM,2015,5.965534718033172
Yemen,YEM,2016,5.922167779594736
Yemen,YEM,2017,5.942086150356856
Yemen,YEM,2018,5.977991206149291
Yemen,YEM,2019,6.013435167514497
Zambia,ZMB,2015,13.1233040118943
Zambia,ZMB,2016,13.05770377544131
Zambia,ZMB,2017,13.073489731706038
Zambia,ZMB,2018,13.104818702978184
Zambia,ZMB,2019,13.060060938971436
Zimbabwe,ZWE,2015,27.605547434027287
Zimbabwe,ZWE,2016,27.605547434027287
Zimbabwe,ZWE,2017,27.197061240022396
Zimbabwe,ZWE,2018,26.839591008599502
Zimbabwe,ZWE,2019,26.391769150885736
